Gene,GO_ID,GO_term
AT1G03150,GO:0032956,regulation of actin cytoskeleton organization
AT1G03160,GO:0010027,thylakoid membrane organization
AT1G03160,GO:0010228,vegetative to reproductive phase transition of meristem
AT1G03160,GO:0034051,negative regulation of plant-type hypersensitive response
AT1G03160,GO:1900425,negative regulation of defense response to bacterium
AT1G03165,,
AT1G03170,GO:0010075,regulation of meristem growth
AT1G03180,,
AT1G03190,GO:0006281,DNA repair
AT1G03190,GO:0006289,nucleotide-excision repair
AT1G03190,GO:0006366,transcription by RNA polymerase II
AT1G03190,GO:0009408,response to heat
AT1G03190,GO:0009411,response to UV
AT1G03200,,
AT1G03210,,
AT1G03220,GO:0006508,proteolysis
AT1G03220,GO:0071456,cellular response to hypoxia
AT1G03230,GO:0006508,proteolysis
AT1G03240,,
AT1G03250,,
AT1G03260,,
AT1G03270,GO:0010960,magnesium ion homeostasis
AT1G03270,GO:0055085,transmembrane transport
AT1G03280,GO:0006351,DNA-templated transcription
AT1G03280,GO:0006355,regulation of DNA-templated transcription
AT1G03280,GO:0006367,transcription initiation at RNA polymerase II promoter
AT1G03290,GO:0007076,mitotic chromosome condensation
AT1G03300,,
AT1G03310,GO:0005975,carbohydrate metabolic process
AT1G03310,GO:0005983,starch catabolic process
AT1G03310,GO:0010021,amylopectin biosynthetic process
AT1G03310,GO:0019252,starch biosynthetic process
AT1G03320,GO:0008150,biological_process
AT1G03325,GO:0008150,biological_process
AT1G03330,GO:0000290,deadenylation-dependent decapping of nuclear-transcribed mRNA
AT1G03330,GO:0000398,"mRNA splicing, via spliceosome"
AT1G03330,GO:0006397,mRNA processing
AT1G03340,GO:0008150,biological_process
AT1G03350,GO:0008150,biological_process
AT1G03360,GO:0000460,maturation of 5.8S rRNA
AT1G03360,GO:0000467,"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
AT1G03360,GO:0000956,nuclear-transcribed mRNA catabolic process
AT1G03360,GO:0034475,U4 snRNA 3'-end processing
AT1G03360,GO:0060149,negative regulation of post-transcriptional gene silencing
AT1G03360,GO:0071034,CUT catabolic process
AT1G03360,GO:0071035,nuclear polyadenylation-dependent rRNA catabolic process
AT1G03360,GO:0071038,TRAMP-dependent tRNA surveillance pathway
AT1G03360,GO:0071051,poly(A)-dependent snoRNA 3'-end processing
AT1G03365,GO:0016567,protein ubiquitination
AT1G03370,,
AT1G03380,GO:0006914,autophagy
AT1G03380,GO:0042594,response to starvation
AT1G03380,GO:1905037,autophagosome organization
AT1G03390,,
AT1G03395,GO:0008150,biological_process
AT1G03400,,
AT1G03410,,
AT1G03430,GO:0000160,phosphorelay signal transduction system
AT1G03430,GO:0009557,antipodal cell differentiation
AT1G03430,GO:0009560,embryo sac egg cell differentiation
AT1G03430,GO:0009736,cytokinin-activated signaling pathway
AT1G03430,GO:0160109,plant gross anatomical part developmental process
AT1G03440,GO:0006952,defense response
AT1G03440,GO:0007165,signal transduction
AT1G03445,GO:0009742,brassinosteroid mediated signaling pathway
AT1G03445,GO:0009966,regulation of signal transduction
AT1G03445,GO:0032880,regulation of protein localization
AT1G03445,GO:1900459,positive regulation of brassinosteroid mediated signaling pathway
AT1G03457,GO:0006402,mRNA catabolic process
AT1G03457,GO:0048573,"photoperiodism, flowering"
AT1G03457,GO:2000028,"regulation of photoperiodism, flowering"
AT1G03470,,
AT1G03475,GO:0006779,porphyrin-containing compound biosynthetic process
AT1G03475,GO:0006783,heme biosynthetic process
AT1G03475,GO:0015995,chlorophyll biosynthetic process
AT1G03490,GO:0006355,regulation of DNA-templated transcription
AT1G03495,GO:0008150,biological_process
AT1G03502,GO:0006396,RNA processing
AT1G03506,,
AT1G03510,GO:0009451,RNA modification
AT1G03515,,
AT1G03520,,
AT1G03530,GO:0000493,box H/ACA snoRNP assembly
AT1G03530,GO:0001522,pseudouridine synthesis
AT1G03530,GO:0022613,ribonucleoprotein complex biogenesis
AT1G03530,GO:0042254,ribosome biogenesis
AT1G03540,GO:0009451,RNA modification
AT1G03540,GO:0016070,RNA metabolic process
AT1G03545,GO:0008150,biological_process
AT1G03550,GO:0015031,protein transport
AT1G03560,GO:0006396,RNA processing
AT1G03560,GO:0007005,mitochondrion organization
AT1G03570,,
AT1G03590,GO:1902531,regulation of intracellular signal transduction
AT1G03600,GO:0010206,photosystem II repair
AT1G03600,GO:0010207,photosystem II assembly
AT1G03600,GO:0071484,cellular response to light intensity
AT1G03610,,
AT1G03620,,
AT1G03630,GO:0009640,photomorphogenesis
AT1G03630,GO:0009647,skotomorphogenesis
AT1G03630,GO:0009723,response to ethylene
AT1G03630,GO:0015995,chlorophyll biosynthetic process
AT1G03650,GO:0008150,biological_process
AT1G03660,,
AT1G03670,,
AT1G03680,GO:0006109,regulation of carbohydrate metabolic process
AT1G03680,GO:0009409,response to cold
AT1G03680,GO:0043085,positive regulation of catalytic activity
AT1G03680,GO:0043086,negative regulation of catalytic activity
AT1G03687,GO:0006400,tRNA modification
AT1G03687,GO:0008150,biological_process
AT1G03700,,
AT1G03710,,
AT1G03720,GO:0006508,proteolysis
AT1G03720,GO:0030163,protein catabolic process
AT1G03730,,
AT1G03740,GO:0032968,positive regulation of transcription elongation by RNA polymerase II
AT1G03743,,
AT1G03746,,
AT1G03750,GO:0036297,interstrand cross-link repair
AT1G03760,GO:0006457,protein folding
AT1G03760,GO:0009409,response to cold
AT1G03770,GO:0001709,cell fate determination
AT1G03770,GO:0010076,maintenance of floral meristem identity
AT1G03770,GO:0010077,maintenance of inflorescence meristem identity
AT1G03770,GO:0010492,maintenance of shoot apical meristem identity
AT1G03770,GO:0016567,protein ubiquitination
AT1G03770,GO:0045814,"negative regulation of gene expression, epigenetic"
AT1G03770,GO:0045892,negative regulation of DNA-templated transcription
AT1G03780,GO:0000278,mitotic cell cycle
AT1G03780,GO:0051225,spindle assembly
AT1G03780,GO:0060236,regulation of mitotic spindle organization
AT1G03780,GO:0090307,mitotic spindle assembly
AT1G03790,GO:0006355,regulation of DNA-templated transcription
AT1G03790,GO:0010187,negative regulation of seed germination
AT1G03800,GO:0006355,regulation of DNA-templated transcription
AT1G03800,GO:0009873,ethylene-activated signaling pathway
AT1G03810,GO:0008150,biological_process
AT1G03820,,
AT1G03830,,
AT1G03840,GO:0006355,regulation of DNA-templated transcription
AT1G03840,GO:0008356,asymmetric cell division
AT1G03840,GO:0009939,positive regulation of gibberellic acid mediated signaling pathway
AT1G03840,GO:0010075,regulation of meristem growth
AT1G03840,GO:0034504,protein localization to nucleus
AT1G03840,GO:0045893,positive regulation of DNA-templated transcription
AT1G03840,GO:0048364,root development
AT1G03850,GO:0000122,negative regulation of transcription by RNA polymerase II
AT1G03850,GO:0009725,response to hormone
AT1G03850,GO:0009735,response to cytokinin
AT1G03850,GO:0050832,defense response to fungus
AT1G03850,GO:0080183,response to photooxidative stress
AT1G03860,GO:0007005,mitochondrion organization
AT1G03870,GO:0009834,plant-type secondary cell wall biogenesis
AT1G03880,GO:0009737,response to abscisic acid
AT1G03880,GO:0010431,seed maturation
AT1G03880,GO:0071215,cellular response to abscisic acid stimulus
AT1G03890,GO:0010431,seed maturation
AT1G03890,GO:0071215,cellular response to abscisic acid stimulus
AT1G03900,GO:0006897,endocytosis
AT1G03900,GO:0016192,vesicle-mediated transport
AT1G03900,GO:0055085,transmembrane transport
AT1G03905,GO:0008150,biological_process
AT1G03910,GO:0000398,"mRNA splicing, via spliceosome"
AT1G03910,GO:0009793,embryo development ending in seed dormancy
AT1G03910,GO:0045292,"mRNA cis splicing, via spliceosome"
AT1G03920,GO:0009555,pollen development
AT1G03920,GO:0009846,pollen germination
AT1G03920,GO:0018105,peptidyl-serine phosphorylation
AT1G03920,GO:0035556,intracellular signal transduction
AT1G03930,GO:0007165,signal transduction
AT1G03935,GO:0006396,RNA processing
AT1G03940,,
AT1G03950,GO:0007034,vacuolar transport
AT1G03950,GO:0015031,protein transport
AT1G03950,GO:0032509,endosome transport via multivesicular body sorting pathway
AT1G03950,GO:0045324,late endosome to vacuole transport
AT1G03960,,
AT1G03970,GO:0006355,regulation of DNA-templated transcription
AT1G03970,GO:0045893,positive regulation of DNA-templated transcription
AT1G03980,GO:0010038,response to metal ion
AT1G03980,GO:0010273,detoxification of copper ion
AT1G03980,GO:0046938,phytochelatin biosynthetic process
AT1G03980,GO:0098849,cellular detoxification of cadmium ion
AT1G03982,GO:0008150,biological_process
AT1G03982,GO:0009966,regulation of signal transduction
AT1G03987,,
AT1G03990,,
AT1G03993,,
AT1G03997,,
AT1G04000,,
AT1G04003,,
AT1G04007,,
AT1G04010,GO:0006629,lipid metabolic process
AT1G04010,GO:0010150,leaf senescence
AT1G04010,GO:0016127,sterol catabolic process
AT1G04013,,
AT1G04017,,
AT1G04020,GO:0000724,double-strand break repair via homologous recombination
AT1G04020,GO:0006281,DNA repair
AT1G04020,GO:0006974,DNA damage response
AT1G04020,GO:0009934,regulation of meristem structural organization
AT1G04020,GO:0010078,maintenance of root meristem identity
AT1G04020,GO:0010492,maintenance of shoot apical meristem identity
AT1G04020,GO:0044818,mitotic G2/M transition checkpoint
AT1G04020,GO:0045892,negative regulation of DNA-templated transcription
AT1G04020,GO:0048366,leaf development
AT1G04020,GO:0065004,protein-DNA complex assembly
AT1G04023,,
AT1G04027,,
AT1G04030,GO:0007142,male meiosis II
AT1G04033,,
AT1G04037,,
AT1G04040,,
AT1G04043,,
AT1G04047,,
AT1G04050,GO:0080188,gene silencing by siRNA-directed DNA methylation
AT1G04053,,
AT1G04057,,
AT1G04063,,
AT1G04067,,
AT1G04070,GO:0071806,protein transmembrane transport
AT1G04073,,
AT1G04077,,
AT1G04080,GO:0000395,mRNA 5'-splice site recognition
AT1G04080,GO:0006396,RNA processing
AT1G04080,GO:0006397,mRNA processing
AT1G04080,GO:0048510,regulation of timing of transition from vegetative to reproductive phase
AT1G04080,GO:0048573,"photoperiodism, flowering"
AT1G04083,,
AT1G04087,,
AT1G04090,GO:0008150,biological_process
AT1G04093,,
AT1G04097,,
AT1G04100,GO:0006355,regulation of DNA-templated transcription
AT1G04100,GO:0009733,response to auxin
AT1G04103,,
AT1G04105,GO:0008150,biological_process
AT1G04110,GO:0006508,proteolysis
AT1G04110,GO:0010103,stomatal complex morphogenesis
AT1G04110,GO:0042127,regulation of cell population proliferation
AT1G04117,,
AT1G04120,GO:0009651,response to salt stress
AT1G04120,GO:0030007,intracellular potassium ion homeostasis
AT1G04120,GO:0042908,xenobiotic transport
AT1G04120,GO:0055085,transmembrane transport
AT1G04123,,
AT1G04127,,
AT1G04130,GO:0006457,protein folding
AT1G04133,,
AT1G04137,,
AT1G04140,GO:0000045,autophagosome assembly
AT1G04140,GO:0000423,mitophagy
AT1G04143,,
AT1G04147,,
AT1G04150,GO:0009966,regulation of signal transduction
AT1G04153,,
AT1G04157,,
AT1G04160,GO:0007015,actin filament organization
AT1G04160,GO:0030048,actin filament-based movement
AT1G04160,GO:0048767,root hair elongation
AT1G04163,,
AT1G04167,,
AT1G04170,GO:0001731,formation of translation preinitiation complex
AT1G04173,,
AT1G04177,,
AT1G04180,GO:0009635,response to herbicide
AT1G04180,GO:0009723,response to ethylene
AT1G04180,GO:0009851,auxin biosynthetic process
AT1G04180,GO:0010262,somatic embryogenesis
AT1G04183,,
AT1G04187,,
AT1G04190,,
AT1G04193,,
AT1G04197,,
AT1G04200,,
AT1G04203,,
AT1G04207,,
AT1G04210,,
AT1G04213,,
AT1G04217,,
AT1G04220,GO:0000038,very long-chain fatty acid metabolic process
AT1G04220,GO:0006633,fatty acid biosynthetic process
AT1G04220,GO:0006970,response to osmotic stress
AT1G04220,GO:0009409,response to cold
AT1G04220,GO:0009611,response to wounding
AT1G04220,GO:0010345,suberin biosynthetic process
AT1G04223,,
AT1G04227,,
AT1G04230,GO:0006364,rRNA processing
AT1G04233,,
AT1G04237,,
AT1G04240,GO:0006355,regulation of DNA-templated transcription
AT1G04240,GO:0009733,response to auxin
AT1G04243,,
AT1G04247,,
AT1G04250,GO:0006355,regulation of DNA-templated transcription
AT1G04250,GO:0009733,response to auxin
AT1G04250,GO:0009734,auxin-activated signaling pathway
AT1G04250,GO:1900057,positive regulation of leaf senescence
AT1G04253,,
AT1G04257,,
AT1G04260,GO:0016192,vesicle-mediated transport
AT1G04260,GO:0046739,transport of virus in multicellular host
AT1G04263,,
AT1G04267,,
AT1G04270,GO:0006412,translation
AT1G04273,,
AT1G04277,,
AT1G04280,GO:0006741,NADP+ biosynthetic process
AT1G04283,,
AT1G04287,,
AT1G04290,GO:0008150,biological_process
AT1G04293,,
AT1G04295,,
AT1G04297,,
AT1G04300,GO:0045087,innate immune response
AT1G04300,GO:1905037,autophagosome organization
AT1G04303,,
AT1G04307,,
AT1G04310,GO:0000160,phosphorelay signal transduction system
AT1G04310,GO:0007165,signal transduction
AT1G04310,GO:0009873,ethylene-activated signaling pathway
AT1G04310,GO:0010105,negative regulation of ethylene-activated signaling pathway
AT1G04313,,
AT1G04320,,
AT1G04323,,
AT1G04327,,
AT1G04330,,
AT1G04333,,
AT1G04337,,
AT1G04340,,
AT1G04343,,
AT1G04347,,
AT1G04350,GO:0008150,biological_process
AT1G04353,,
AT1G04357,,
AT1G04360,GO:0016567,protein ubiquitination
AT1G04363,,
AT1G04367,,
AT1G04370,GO:0006355,regulation of DNA-templated transcription
AT1G04370,GO:0009873,ethylene-activated signaling pathway
AT1G04373,,
AT1G04377,,
AT1G04380,GO:0008150,biological_process
AT1G04383,,
AT1G04387,,
AT1G04390,GO:0016567,protein ubiquitination
AT1G04393,,
AT1G04397,,
AT1G04400,GO:0006325,chromatin organization
AT1G04400,GO:0006338,chromatin remodeling
AT1G04400,GO:0007623,circadian rhythm
AT1G04400,GO:0009414,response to water deprivation
AT1G04400,GO:0009416,response to light stimulus
AT1G04400,GO:0009637,response to blue light
AT1G04400,GO:0009638,phototropism
AT1G04400,GO:0009646,response to absence of light
AT1G04400,GO:0009785,blue light signaling pathway
AT1G04400,GO:0009791,post-embryonic development
AT1G04400,GO:0009909,regulation of flower development
AT1G04400,GO:0009911,positive regulation of flower development
AT1G04400,GO:0010075,regulation of meristem growth
AT1G04400,GO:0010118,stomatal movement
AT1G04400,GO:0010244,response to low fluence blue light stimulus by blue low-fluence system
AT1G04400,GO:0010617,circadian regulation of calcium ion oscillation
AT1G04400,GO:0032922,circadian regulation of gene expression
AT1G04400,GO:0042752,regulation of circadian rhythm
AT1G04400,GO:0043153,entrainment of circadian clock by photoperiod
AT1G04400,GO:0046777,protein autophosphorylation
AT1G04400,GO:0048574,"long-day photoperiodism, flowering"
AT1G04400,GO:0048580,regulation of post-embryonic development
AT1G04400,GO:0048731,system development
AT1G04400,GO:0051607,defense response to virus
AT1G04400,GO:0072387,flavin adenine dinucleotide metabolic process
AT1G04400,GO:1901371,regulation of leaf morphogenesis
AT1G04400,GO:1902347,response to strigolactone
AT1G04400,GO:2000028,"regulation of photoperiodism, flowering"
AT1G04400,GO:2000377,regulation of reactive oxygen species metabolic process
AT1G04400,GO:2000379,positive regulation of reactive oxygen species metabolic process
AT1G04403,,
AT1G04407,,
AT1G04410,GO:0006099,tricarboxylic acid cycle
AT1G04410,GO:0006107,oxaloacetate metabolic process
AT1G04410,GO:0006108,malate metabolic process
AT1G04410,GO:0010043,response to zinc ion
AT1G04410,GO:0019674,NAD+ metabolic process
AT1G04413,,
AT1G04417,,
AT1G04420,,
AT1G04423,,
AT1G04425,GO:0008150,biological_process
AT1G04427,,
AT1G04430,,
AT1G04433,,
AT1G04437,,
AT1G04440,GO:0007165,signal transduction
AT1G04443,,
AT1G04445,,
AT1G04447,,
AT1G04450,GO:0007204,positive regulation of cytosolic calcium ion concentration
AT1G04450,GO:0009860,pollen tube growth
AT1G04450,GO:0009966,regulation of signal transduction
AT1G04450,GO:0017157,regulation of exocytosis
AT1G04450,GO:0030834,regulation of actin filament depolymerization
AT1G04450,GO:0050848,regulation of calcium-mediated signaling
AT1G04450,GO:0050850,positive regulation of calcium-mediated signaling
AT1G04450,GO:0051650,establishment of vesicle localization
AT1G04453,,
AT1G04455,GO:0008150,biological_process
AT1G04463,,
AT1G04467,,
AT1G04470,GO:0008150,biological_process
AT1G04473,,
AT1G04477,,
AT1G04480,GO:0006412,translation
AT1G04480,GO:0008150,biological_process
AT1G04483,,
AT1G04487,,
AT1G04490,,
AT1G04493,,
AT1G04497,,
AT1G04500,GO:0009909,regulation of flower development
AT1G04503,,
AT1G04507,,
AT1G04510,GO:0000398,"mRNA splicing, via spliceosome"
AT1G04510,GO:0006511,ubiquitin-dependent protein catabolic process
